	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
AZD-2281_IC_50	-0.2813742521851154		0.811667756704	0.188332243296	0.188332243296	1.0	0.757842105263	0.757842105263
BMS-509744_D	-0.2813660213231026		0.811654676259	0.188345323741	0.188345323741	1.0	0.757842105263	0.757842105263
GDC-0449_B	-0.2812295577567787		0.81110529758	0.18889470242	0.18889470242	1.0	0.758057742782	0.758057742782
AZD6244_B	-0.28040527381612684		0.80911706998	0.19088293002	0.19088293002	1.0	0.759639175258	0.759639175258
Bortezomib_BETA	-0.27996254424009315		0.808083714846	0.191916285154	0.191916285154	1.0	0.759639175258	0.759639175258
ABT-888_B	-0.27993702382229585		0.808031393067	0.191968606933	0.191968606933	1.0	0.759639175258	0.759639175258
GDC-0449_IC_90	-0.27987232099671877		0.807887508175	0.192112491825	0.192112491825	1.0	0.759639175258	0.759639175258
BX-795_IC_90	-0.27981493674248886		0.807704381949	0.192295618051	0.192295618051	1.0	0.759639175258	0.759639175258
BX-795_B	-0.27968427233766735		0.80742969261	0.19257030739	0.19257030739	1.0	0.759639175258	0.759639175258
LAQ824_IC_75	-0.2796280129429793		0.807233485939	0.192766514061	0.192766514061	1.0	0.759639175258	0.759639175258
Cytarabine_B	-0.2791824914788645		0.806121648136	0.193878351864	0.193878351864	1.0	0.75989769821	0.75989769821
AICAR_B	-0.27901378461303855		0.805846958797	0.194153041203	0.194153041203	1.0	0.75989769821	0.75989769821
ZM-447439_IC_50_LOW	-0.2789590773672837		0.805676913015	0.194323086985	0.194323086985	1.0	0.75989769821	0.75989769821
Tipifarnib_D	-0.27868055324344065		0.805009810334	0.194990189666	0.194990189666	1.0	0.76056122449	0.76056122449
AKT_inhibitor_VIII_D	-0.27824727114351333		0.804028776978	0.195971223022	0.195971223022	1.0	0.76116751269	0.76116751269
GW_441756_B	-0.27818597772461534		0.803858731197	0.196141268803	0.196141268803	1.0	0.76116751269	0.76116751269
Parthenolide_IC_50_HIGH	-0.2777590050873174		0.802903858731	0.197096141269	0.197096141269	1.0	0.761818181818	0.761818181818
AZD8055_IC_50_HIGH	-0.2776033599774111		0.802694571615	0.197305428385	0.197305428385	1.0	0.761818181818	0.761818181818
ZM-447439_IC_90	-0.2764860006529		0.800117724003	0.199882275997	0.199882275997	1.0	0.769823677582	0.769823677582
Vorinostat_B	-0.27624945151735103		0.799607586658	0.200392413342	0.200392413342	1.0	0.769849246231	0.769849246231
Bosutinib_B	-0.27581906027680436		0.798443427077	0.201556572923	0.201556572923	1.0	0.77155	0.77155
AMG-706_B	-0.27563696939701093		0.798155657292	0.201844342708	0.201844342708	1.0	0.77155	0.77155
ZM-447439_IC_75	-0.27521858723842973		0.796873773708	0.203126226292	0.203126226292	1.0	0.774513715711	0.774513715711
EHT_1864_IC_75	-0.2749748126841239		0.796219751472	0.203780248528	0.203780248528	1.0	0.775074626866	0.775074626866
AZD8055_IC_50_LOW	-0.2746435128513428		0.795500327011	0.204499672989	0.204499672989	1.0	0.775331695332	0.775331695332
Axitinib_B	-0.2743495410394264		0.794676258993	0.205323741007	0.205323741007	1.0	0.775331695332	0.775331695332
681640_B	-0.2740661944364631		0.793904512753	0.206095487247	0.206095487247	1.0	0.775331695332	0.775331695332
CI-1040_B	-0.27405724545268906		0.793878351864	0.206121648136	0.206121648136	1.0	0.775331695332	0.775331695332
Pyrimethamine_AUC	-0.2739455745822146		0.793616742969	0.206383257031	0.206383257031	1.0	0.775331695332	0.775331695332
Lenalidomide_B	-0.27337020498305237		0.792112491825	0.207887508175	0.207887508175	1.0	0.779068627451	0.779068627451
Cisplatin_B	-0.27281257031155953		0.790451275343	0.209548724657	0.209548724657	1.0	0.78337408313	0.78337408313
BMS-754807_ALPHA	-0.27193757592877854		0.787913669065	0.212086330935	0.212086330935	1.0	0.790240384615	0.790240384615
AZD7762_B	-0.2714788646811849		0.786500981033	0.213499018967	0.213499018967	1.0	0.790240384615	0.790240384615
BX-795_IC_75	-0.27145901891834334		0.786448659254	0.213551340746	0.213551340746	1.0	0.790240384615	0.790240384615
NVP-TAE684_BETA	-0.2713742999108014		0.786252452583	0.213747547417	0.213747547417	1.0	0.790240384615	0.790240384615
CEP-701_B	-0.27110797121670877		0.785533028123	0.214466971877	0.214466971877	1.0	0.790240384615	0.790240384615
JNK_Inhibitor_VIII_ALPHA	-0.2709139464774762		0.785022890778	0.214977109222	0.214977109222	1.0	0.790240384615	0.790240384615
Methotrexate_B	-0.27090247764509995		0.784996729889	0.215003270111	0.215003270111	1.0	0.790240384615	0.790240384615
AZD-2281_IC_50_LOW	-0.269361200346247		0.781059516024	0.218940483976	0.218940483976	1.0	0.801339712919	0.801339712919
Temsirolimus_B	-0.2692846583618119		0.780928711576	0.219071288424	0.219071288424	1.0	0.801339712919	0.801339712919
PD-0332991_B	-0.2688812730804154		0.780039241334	0.219960758666	0.219960758666	1.0	0.802142857143	0.802142857143
Sorafenib_IC_50_HIGH	-0.26876342579656887		0.779659908437	0.220340091563	0.220340091563	1.0	0.802142857143	0.802142857143
GDC-0449_IC_50	-0.26802310752648156		0.777593198169	0.222406801831	0.222406801831	1.0	0.807743467933	0.807743467933
MK-2206_B	-0.26780075511026946		0.777004578156	0.222995421844	0.222995421844	1.0	0.807848699764	0.807848699764
ZM-447439_AUC	-0.26761173474547834		0.776507521256	0.223492478744	0.223492478744	1.0	0.807848699764	0.807848699764
MK-2206_AUC	-0.26721109593692693		0.775448005232	0.224551994768	0.224551994768	1.0	0.809764150943	0.809764150943
ATRA_IC_50_HIGH	-0.2661646577376115		0.772557226946	0.227442773054	0.227442773054	1.0	0.816768149883	0.816768149883
BX-795_BETA	-0.2659997529413467		0.772020928712	0.227979071288	0.227979071288	1.0	0.816768149883	0.816768149883
Docetaxel_B	-0.26597405557550546		0.771903204709	0.228096795291	0.228096795291	1.0	0.816768149883	0.816768149883
Gemcitabine_D	-0.2651675024706815		0.76964028777	0.23035971223	0.23035971223	1.0	0.818337182448	0.818337182448
Elesclomol_B	-0.26501259442344366		0.769156311315	0.230843688685	0.230843688685	1.0	0.818337182448	0.818337182448
Z-LLNle-CHO_D	-0.26491947811613775		0.768842380641	0.231157619359	0.231157619359	1.0	0.818337182448	0.818337182448
Vinblastine_B	-0.2647825396323693		0.768633093525	0.231366906475	0.231366906475	1.0	0.818337182448	0.818337182448
GDC0941_IC_90	-0.264719976890891		0.768332243296	0.231667756704	0.231667756704	1.0	0.818337182448	0.818337182448
OSI-906_ALPHA	-0.26468289250971766		0.768253760628	0.231746239372	0.231746239372	1.0	0.818337182448	0.818337182448
ATRA_IC_50	-0.2643361476255067		0.767076520602	0.232923479398	0.232923479398	1.0	0.819264367816	0.819264367816
AICAR_IC_25	-0.26426917702971		0.766919555265	0.233080444735	0.233080444735	1.0	0.819264367816	0.819264367816
Gefitinib_B	-0.2636300856620742		0.764774362328	0.235225637672	0.235225637672	1.0	0.824908256881	0.824908256881
NVP-BEZ235_IC_90	-0.26295528914787497		0.763008502289	0.236991497711	0.236991497711	1.0	0.829199084668	0.829199084668
Thapsigargin_IC_75	-0.262371455642827		0.761294964029	0.238705035971	0.238705035971	1.0	0.833287671233	0.833287671233
BMS-708163_IC_25	-0.2614068708231027		0.758691955526	0.241308044474	0.241308044474	1.0	0.840455580866	0.840455580866
ZM-447439_IC_50	-0.2609936119885262		0.757344669719	0.242655330281	0.242655330281	1.0	0.843227272727	0.843227272727
MK-2206_IC_75	-0.26072337317599326		0.756507521256	0.243492478744	0.243492478744	1.0	0.844217687075	0.844217687075
Thapsigargin_IC_90	-0.2602793291749917		0.755251798561	0.244748201439	0.244748201439	1.0	0.84665158371	0.84665158371
KIN001-135_AUC	-0.260027606900428		0.754519293656	0.245480706344	0.245480706344	1.0	0.847268623025	0.847268623025
ZM-447439_IC_25	-0.2589380993156012		0.751223021583	0.248776978417	0.248776978417	1.0	0.856322869955	0.856322869955
Camptothecin_B	-0.2587250379320096		0.75063440157	0.24936559843	0.24936559843	1.0	0.856322869955	0.856322869955
Axitinib_IC_50_LOW	-0.25859349888467		0.750215827338	0.249784172662	0.249784172662	1.0	0.856322869955	0.856322869955
Vinorelbine_IC_50	-0.258130428253598		0.748855461086	0.251144538914	0.251144538914	1.0	0.857857142857	0.857857142857
GDC-0449_IC_75	-0.2580423377948301		0.74864617397	0.25135382603	0.25135382603	1.0	0.857857142857	0.857857142857
Lenalidomide_AUC	-0.25753488040087075		0.747194244604	0.252805755396	0.252805755396	1.0	0.860890868597	0.860890868597
AZD-2281_IC_25	-0.2566272560071872		0.744748201439	0.255251798561	0.255251798561	1.0	0.867288888889	0.867288888889
AZD-2281_IC_75	-0.25624915981046614		0.743623283192	0.256376716808	0.256376716808	1.0	0.869179600887	0.869179600887
Cyclopamine_IC_50	-0.2543097869761249		0.737619359058	0.262380640942	0.262380640942	1.0	0.886445916115	0.886445916115
Lapatinib_D	-0.2542407999976742		0.737370830608	0.262629169392	0.262629169392	1.0	0.886445916115	0.886445916115
CEP-701_IC_90	-0.25350264215307944		0.73483322433	0.26516677567	0.26516677567	1.0	0.893039647577	0.893039647577
AICAR_AUC	-0.25300168280976526		0.733433616743	0.266566383257	0.266566383257	1.0	0.89578021978	0.89578021978
AZD6482_IC_90	-0.25212368529421986		0.730529758012	0.269470241988	0.269470241988	1.0	0.903552631579	0.903552631579
BMS-754807_AUC	-0.2511865678519627		0.72715500327	0.27284499673	0.27284499673	1.0	0.912866520788	0.912866520788
AZD-2281_AUC	-0.25010272797817235		0.724133420536	0.275866579464	0.275866579464	1.0	0.92096069869	0.92096069869
OSI-906_IC_75	-0.24976655658115363		0.722903858731	0.277096141269	0.277096141269	1.0	0.923050108932	0.923050108932
Pyrimethamine_IC_50_LOW	-0.2478379546097505		0.716926095487	0.283073904513	0.283073904513	1.0	0.940913043478	0.940913043478
Camptothecin_BETA	-0.2475741941384369		0.716141268803	0.283858731197	0.283858731197	1.0	0.94147505423	0.94147505423
Lenalidomide_ALPHA	-0.24728924753401121		0.715408763898	0.284591236102	0.284591236102	1.0	0.941861471861	0.941861471861
Dasatinib_BETA	-0.24677306426636433		0.713525179856	0.286474820144	0.286474820144	1.0	0.945505376344	0.945505376344
PLX4720_D	-0.2465634695433439		0.712805755396	0.287194244604	0.287194244604	1.0	0.945505376344	0.945505376344
PD-173074_AUC	-0.24646082128344457		0.712452583388	0.287547416612	0.287547416612	1.0	0.945505376344	0.945505376344
S-Trityl-L-cysteine_BETA	-0.2459940358400604		0.711000654022	0.288999345978	0.288999345978	1.0	0.948240343348	0.948240343348
ABT-888_D	-0.2457027734022054		0.710071942446	0.289928057554	0.289928057554	1.0	0.948632478632	0.948632478632
EHT_1864_IC_50	-0.24552241019635354		0.70964028777	0.29035971223	0.29035971223	1.0	0.948632478632	0.948632478632
CEP-701_AUC	-0.24480029628299355		0.707377370831	0.292622629169	0.292622629169	1.0	0.953987206823	0.953987206823
MK-2206_IC_50_LOW	-0.24429018697094035		0.705676913015	0.294323086985	0.294323086985	1.0	0.956050955414	0.956050955414
Bexarotene_D	-0.2442419644860138		0.705493786789	0.294506213211	0.294506213211	1.0	0.956050955414	0.956050955414
BX-795_IC_50_HIGH	-0.24262795751424096		0.70096795291	0.29903204709	0.29903204709	1.0	0.968498942918	0.968498942918
Vinorelbine_IC_75	-0.24247470179737962		0.700392413342	0.299607586658	0.299607586658	1.0	0.968498942918	0.968498942918
BAY_61-3606_IC_50	-0.24185258782260313		0.698273381295	0.301726618705	0.301726618705	1.0	0.970210084034	0.970210084034
Nilotinib_D	-0.2418083041122318		0.698207979071	0.301792020929	0.301792020929	1.0	0.970210084034	0.970210084034
BMS-708163_IC_50_LOW	-0.24175271985122904		0.697959450621	0.302040549379	0.302040549379	1.0	0.970210084034	0.970210084034
GDC-0449_AUC	-0.24023234807051771		0.693368214519	0.306631785481	0.306631785481	1.0	0.982719665272	0.982719665272
AZD7762_IC_90	-0.24004974898448678		0.692779594506	0.307220405494	0.307220405494	1.0	0.982719665272	0.982719665272
CEP-701_IC_75	-0.2389306967388207		0.689247874428	0.310752125572	0.310752125572	1.0	0.990625	0.990625
Gefitinib_D	-0.23884071642905289		0.689012426422	0.310987573578	0.310987573578	1.0	0.990625	0.990625
GDC-0449_IC_25	-0.23807133636777014		0.686370176586	0.313629823414	0.313629823414	1.0	0.996964656965	0.996964656965
AZD8055_IC_75	-0.2378573629697157		0.685650752126	0.314349247874	0.314349247874	1.0	0.997178423237	0.997178423237
BMS-509744_BETA	-0.2369001939966745		0.682576847613	0.317423152387	0.317423152387	0.996809933142	0.999973839111	0.999973839111
ATRA_AUC	-0.23662771152968337		0.681595814258	0.318404185742	0.318404185742	0.996328871893	0.999973839111	0.999973839111
OSI-906_IC_50_HIGH	-0.2357012503822165		0.67826030085	0.32173969915	0.32173969915	0.992401913876	0.999973839111	0.999973839111
ATRA_IC_25	-0.23410957314507486		0.672923479398	0.327076520602	0.327076520602	0.985536398467	0.999973839111	0.999973839111
Tipifarnib_IC_25	-0.23369370286086286		0.671484630477	0.328515369523	0.328515369523	0.984372003835	0.999973839111	0.999973839111
PF-4708671_IC_90	-0.23331684899470936		0.670189666449	0.329810333551	0.329810333551	0.983416506718	0.999973839111	0.999973839111
GW843682X_ALPHA	-0.23283473308355968		0.668384565075	0.331615434925	0.331615434925	0.981709894332	0.999973839111	0.999973839111
BMS-708163_AUC	-0.23271995872221063		0.667979071288	0.332020928712	0.332020928712	0.981709894332	0.999973839111	0.999973839111
AUY922_ALPHA	-0.2319862265342056		0.665493786789	0.334506213211	0.334506213211	0.979345524543	0.999973839111	0.999973839111
AZD8055_AUC	-0.2316813053192033		0.664565075213	0.335434924787	0.335434924787	0.978921001927	0.999973839111	0.999973839111
MK-2206_IC_50_HIGH	-0.23104078256891084		0.662472204055	0.337527795945	0.337527795945	0.976779170685	0.999973839111	0.999973839111
MK-2206_IC_50	-0.2304598074273747		0.660693263571	0.339306736429	0.339306736429	0.975096525097	0.999973839111	0.999973839111
EHT_1864_IC_25	-0.22970921095908398		0.658207979071	0.341792020929	0.341792020929	0.972367149758	0.999973839111	0.999973839111
EHT_1864_IC_50_LOW	-0.2286641852421032		0.655107913669	0.344892086331	0.344892086331	0.968723404255	0.999973839111	0.999973839111
AZD8055_IC_90	-0.22674663126826866		0.648528449967	0.351471550033	0.351471550033	0.959922555663	0.999973839111	0.999973839111
Axitinib_IC_25	-0.226576755076481		0.647926749509	0.352073250491	0.352073250491	0.959922555663	0.999973839111	0.999973839111
Vinorelbine_IC_90	-0.22657013073841387		0.647926749509	0.352073250491	0.352073250491	0.959922555663	0.999973839111	0.999973839111
EHT_1864_IC_50_HIGH	-0.22635084076851958		0.647364290386	0.352635709614	0.352635709614	0.959922555663	0.999973839111	0.999973839111
QS11_IC_50_HIGH	-0.22499845874695087		0.643139306736	0.356860693264	0.356860693264	0.955646258503	0.999973839111	0.999973839111
GW843682X_BETA	-0.2249140558675716		0.642903858731	0.357096141269	0.357096141269	0.955646258503	0.999973839111	0.999973839111
XMD8-85_D	-0.22376791689140405		0.639411379987	0.360588620013	0.360588620013	0.951957156767	0.999973839111	0.999973839111
PHA-665752_D	-0.22375705168640153		0.639372138653	0.360627861347	0.360627861347	0.951957156767	0.999973839111	0.999973839111
AICAR_IC_50_LOW	-0.22354275361551768		0.638521909745	0.361478090255	0.361478090255	0.951957156767	0.999973839111	0.999973839111
Vinblastine_BETA	-0.22108426096575778		0.630673642904	0.369326357096	0.369326357096	0.94169921875	0.999973839111	0.999973839111
OSI-906_AUC	-0.2205328712270425		0.628816219751	0.371183780249	0.371183780249	0.939843597263	0.999973839111	0.999973839111
Lenalidomide_BETA	-0.2196617619269599		0.626265533028	0.373734466972	0.373734466972	0.936947162427	0.999973839111	0.999973839111
681640_AUC	-0.2194059484072168		0.625493786789	0.374506213211	0.374506213211	0.936709108717	0.999973839111	0.999973839111
BAY_61-3606_IC_75	-0.21866013174337942		0.623427076521	0.376572923479	0.376572923479	0.934529411765	0.999973839111	0.999973839111
Paclitaxel_BETA	-0.21864565646545786		0.623387835186	0.376612164814	0.376612164814	0.934529411765	0.999973839111	0.999973839111
Pyrimethamine_IC_50	-0.2185416592416495		0.623139306736	0.376860693264	0.376860693264	0.934529411765	0.999973839111	0.999973839111
Cyclopamine_IC_25	-0.21814244203035205		0.621831262263	0.378168737737	0.378168737737	0.934529411765	0.999973839111	0.999973839111
Tipifarnib_IC_50_HIGH	-0.21783893298536172		0.620902550687	0.379097449313	0.379097449313	0.934409448819	0.999973839111	0.999973839111
NVP-BEZ235_IC_75	-0.21597616099197345		0.615788096795	0.384211903205	0.384211903205	0.927625615764	0.999973839111	0.999973839111
QS11_IC_50	-0.21526233780563858		0.61359058208	0.38640941792	0.38640941792	0.925226824458	0.999973839111	0.999973839111
OSI-906_IC_50_LOW	-0.21424353430397108		0.610346631785	0.389653368215	0.389653368215	0.921243830207	0.999973839111	0.999973839111
BMS-754807_IC_50_LOW	-0.21242140081819008		0.604630477436	0.395369522564	0.395369522564	0.913517786561	0.999973839111	0.999973839111
IPA-3_IC_50_HIGH	-0.21206361231907123		0.603636363636	0.396363636364	0.396363636364	0.912917903066	0.999973839111	0.999973839111
OSI-906_IC_50	-0.21066712701462031		0.599071288424	0.400928711576	0.400928711576	0.906910891089	0.999973839111	0.999973839111
EHT_1864_AUC	-0.21041814304025433		0.598456507521	0.401543492479	0.401543492479	0.906878097126	0.999973839111	0.999973839111
VX-680_ALPHA	-0.20967268591749721		0.595997383911	0.404002616089	0.404002616089	0.904047619048	0.999973839111	0.999973839111
Sorafenib_IC_25	-0.2089321500954002		0.593433616743	0.406566383257	0.406566383257	0.901052631579	0.999973839111	0.999973839111
Paclitaxel_ALPHA	-0.20676875882928988		0.587508175278	0.412491824722	0.412491824722	0.892942345924	0.999973839111	0.999973839111
Cyclopamine_AUC	-0.2066738850452804		0.587168083715	0.412831916285	0.412831916285	0.892942345924	0.999973839111	0.999973839111
Embelin_BETA	-0.20631199414020251		0.586017004578	0.413982995422	0.413982995422	0.892450199203	0.999973839111	0.999973839111
AICAR_IC_90	-0.2026653099490163		0.575657292348	0.424342707652	0.424342707652	0.877547357926	0.999973839111	0.999973839111
AICAR_IC_75	-0.20036094431784632		0.569627207325	0.430372792675	0.430372792675	0.869221556886	0.999973839111	0.999973839111
Cyclopamine_IC_50_LOW	-0.2002495625988165		0.569352517986	0.430647482014	0.430647482014	0.869221556886	0.999973839111	0.999973839111
Obatoclax_Mesylate_D	-0.19849852050873412		0.56494440811	0.43505559189	0.43505559189	0.8638	0.999973839111	0.999973839111
AICAR_IC_50	-0.19379348902399796		0.554048397646	0.445951602354	0.445951602354	0.847987987988	0.999973839111	0.999973839111
GSK269962A_IC_50_HIGH	-0.1929351384474892		0.551929365598	0.448070634402	0.448070634402	0.845591182365	0.999973839111	0.999973839111
LAQ824_AUC	-0.1916191594145004		0.549130150425	0.450869849575	0.450869849575	0.842146439318	0.999973839111	0.999973839111
ATRA_D	-0.19143253262983403		0.548711576194	0.451288423806	0.451288423806	0.842146439318	0.999973839111	0.999973839111
IPA-3_AUC	-0.1906189192417985		0.54718116416	0.45281883584	0.45281883584	0.840844221106	0.999973839111	0.999973839111
Thapsigargin_AUC	-0.1899612309766998		0.545977763244	0.454022236756	0.454022236756	0.839839034205	0.999973839111	0.999973839111
CGP-60474_BETA	-0.18861526852307353		0.543243950294	0.456756049706	0.456756049706	0.836475327291	0.999973839111	0.999973839111
OSI-906_IC_25	-0.18809934009243168		0.542158273381	0.457841726619	0.457841726619	0.83564516129	0.999973839111	0.999973839111
VX-680_IC_50_HIGH	-0.18479380766182207		0.536180510137	0.463819489863	0.463819489863	0.827265388496	0.999973839111	0.999973839111
BAY_61-3606_IC_90	-0.18190086728626917		0.530791366906	0.469208633094	0.469208633094	0.819777777778	0.999973839111	0.999973839111
681640_IC_50_HIGH	-0.17980608120487235		0.527691301504	0.472308698496	0.472308698496	0.815813953488	0.999973839111	0.999973839111
PF-4708671_IC_75	-0.17374360588725996		0.518979725311	0.481020274689	0.481020274689	0.803157894737	0.999973839111	0.999973839111
Pyrimethamine_IC_25	-0.17248423711799696		0.517240026161	0.482759973839	0.482759973839	0.801276595745	0.999973839111	0.999973839111
AICAR_IC_50_HIGH	-0.17092273587980608		0.515487246566	0.484512753434	0.484512753434	0.799371196755	0.999973839111	0.999973839111
GSK269962A_AUC	-0.16826700253555626		0.512374100719	0.487625899281	0.487625899281	0.795350253807	0.999973839111	0.999973839111
IPA-3_IC_90	-0.16660930983523195		0.510451275343	0.489548724657	0.489548724657	0.793170731707	0.999973839111	0.999973839111
VX-680_AUC	-0.15945806437316395		0.505022890778	0.494977109222	0.494977109222	0.785534079349	0.999973839111	0.999973839111
681640_IC_25	-0.15040617954799135		0.5004970569	0.4995029431	0.4995029431	0.779287169043	0.999973839111	0.999973839111
IPA-3_IC_75	-0.1411629432247385		0.498194898627	0.501805101373	0.501805101373	0.776493374108	0.999973839111	0.999973839111
IPA-3_IC_50	-0.13758847115098763		0.497606278613	0.502393721387	0.502393721387	0.776367346939	0.999973839111	0.999973839111
IPA-3_IC_25	-0.13139110871257026		0.496899934598	0.503100065402	0.503100065402	0.776057201226	0.999973839111	0.999973839111
681640_IC_75	0.1541020176492835		0.490006540222	0.509993459778	0.490006540222	0.766073619632	0.999973839111	0.766073619632
VX-680_IC_50	0.1547270468467582		0.489731850883	0.510268149117	0.489731850883	0.766073619632	0.999973839111	0.766073619632
681640_IC_50	0.15744699905258885		0.488541530412	0.511458469588	0.488541530412	0.765348360656	0.999973839111	0.765348360656
IPA-3_IC_50_LOW	0.15908014139619095		0.487272727273	0.512727272727	0.487272727273	0.764143589744	0.999973839111	0.764143589744
Shikonin_AUC	0.16001864400553548		0.486605624591	0.513394375409	0.486605624591	0.763880903491	0.999973839111	0.763880903491
681640_IC_90	0.16158831324234413		0.485480706344	0.514519293656	0.485480706344	0.762898252826	0.999973839111	0.762898252826
PF-4708671_IC_50	0.16276166481778048		0.48466971877	0.51533028123	0.48466971877	0.762407407407	0.999973839111	0.762407407407
VX-680_IC_25	0.1702906098253804		0.478482668411	0.521517331589	0.478482668411	0.753450051493	0.999973839111	0.753450051493
AZD7762_AUC	0.17096224139153007		0.477737083061	0.522262916939	0.477737083061	0.753051546392	0.999973839111	0.753051546392
PAC-1_IC_25	0.17785991476824828		0.469182472204	0.530817527796	0.469182472204	0.740330237358	0.999973839111	0.740330237358
Epothilone_B_IC_90	0.17802269082128447		0.468907782865	0.531092217135	0.468907782865	0.740330237358	0.999973839111	0.740330237358
BMS-509744_IC_50_HIGH	0.17922163928445548		0.46718116416	0.53281883584	0.46718116416	0.738697001034	0.999973839111	0.738697001034
MS-275_IC_50_LOW	0.1820987896744177		0.463178548071	0.536821451929	0.463178548071	0.733126293996	0.999973839111	0.733126293996
VX-680_IC_75	0.18238968535211778		0.462773054284	0.537226945716	0.462773054284	0.733126293996	0.999973839111	0.733126293996
BMS-509744_IC_50	0.1825372048500701		0.462616088947	0.537383911053	0.462616088947	0.733126293996	0.999973839111	0.733126293996
Roscovitine_IC_50	0.183128213324637		0.461752779595	0.538247220405	0.461752779595	0.733126293996	0.999973839111	0.733126293996
VX-680_IC_50_LOW	0.18513654536520754		0.458430346632	0.541569653368	0.458430346632	0.728627858628	0.999973839111	0.728627858628
GDC0941_ALPHA	0.18546722877890046		0.457946370177	0.542053629823	0.457946370177	0.728616024974	0.999973839111	0.728616024974
JNK_Inhibitor_VIII_AUC	0.1859972017514718		0.45704381949	0.54295618051	0.45704381949	0.7279375	0.999973839111	0.7279375
PAC-1_AUC	0.1861618559320062		0.456716808371	0.543283191629	0.456716808371	0.7279375	0.999973839111	0.7279375
PAC-1_IC_50	0.18665402617384852		0.455761935906	0.544238064094	0.455761935906	0.727411273486	0.999973839111	0.727411273486
Lenalidomide_IC_50_LOW	0.18679354420877198		0.455513407456	0.544486592544	0.455513407456	0.727411273486	0.999973839111	0.727411273486
GSK-650394_BETA	0.1872453518418054		0.454702419882	0.545297580118	0.454702419882	0.727238493724	0.999973839111	0.727238493724
681640_IC_50_LOW	0.18778521777857685		0.453682145193	0.546317854807	0.453682145193	0.726366492147	0.999973839111	0.726366492147
Roscovitine_IC_50_HIGH	0.1880351153916289		0.453106605625	0.546893394375	0.453106605625	0.726205450734	0.999973839111	0.726205450734
JNJ-26854165_IC_90	0.1882241716784497		0.452805755396	0.547194244604	0.452805755396	0.726205450734	0.999973839111	0.726205450734
PF-4708671_IC_50_LOW	0.18845642517104716		0.452452583388	0.547547416612	0.452452583388	0.726205450734	0.999973839111	0.726205450734
CMK_IC_25	0.18927337390846496		0.450935251799	0.549064748201	0.450935251799	0.725005257624	0.999973839111	0.725005257624
Etoposide_IC_50_HIGH	0.18934745019846788		0.450673642904	0.549326357096	0.450673642904	0.725005257624	0.999973839111	0.725005257624
PD-0332991_ALPHA	0.192155978245101		0.445467625899	0.554532374101	0.445467625899	0.717723919916	0.999973839111	0.717723919916
Etoposide_IC_50	0.19470707795143424		0.439973839111	0.560026160889	0.439973839111	0.709620253165	0.999973839111	0.709620253165
Pazopanib_BETA	0.19482861884864486		0.439725310661	0.560274689339	0.439725310661	0.709620253165	0.999973839111	0.709620253165
DMOG_IC_90	0.1975102834450886		0.434113799869	0.565886200131	0.434113799869	0.701649048626	0.999973839111	0.701649048626
BMS-754807_BETA	0.19785475416778162		0.433381294964	0.566618705036	0.433381294964	0.701206349206	0.999973839111	0.701206349206
GSK-650394_IC_25	0.19848287270743162		0.431877043819	0.568122956181	0.431877043819	0.699512711864	0.999973839111	0.699512711864
GDC-0449_IC_50_LOW	0.19851759214059117		0.431772400262	0.568227599738	0.431772400262	0.699512711864	0.999973839111	0.699512711864
MS-275_AUC	0.19970881278599875		0.429090909091	0.570909090909	0.429090909091	0.696475583864	0.999973839111	0.696475583864
GW843682X_IC_50_LOW	0.19974587275697822		0.428999345978	0.571000654022	0.428999345978	0.696475583864	0.999973839111	0.696475583864
PF-4708671_IC_25	0.2006461276898415		0.426854153041	0.573145846959	0.426854153041	0.694319148936	0.999973839111	0.694319148936
PD-0332991_AUC	0.20091229037131117		0.426121648136	0.573878351864	0.426121648136	0.693865814696	0.999973839111	0.693865814696
Doxorubicin_IC_90	0.20123771713059443		0.42516677567	0.57483322433	0.42516677567	0.693049040512	0.999973839111	0.693049040512
BMS-509744_IC_25	0.20257351688824635		0.422053629823	0.577946370177	0.422053629823	0.68870864461	0.999973839111	0.68870864461
Roscovitine_IC_75	0.20265400940805697		0.421831262263	0.578168737737	0.421831262263	0.68870864461	0.999973839111	0.68870864461
Paclitaxel_IC_90	0.2031275077059686		0.420693263571	0.579306736429	0.420693263571	0.687957219251	0.999973839111	0.687957219251
Sorafenib_IC_50	0.2040891810111909		0.418456507521	0.581543492479	0.418456507521	0.685032119914	0.999973839111	0.685032119914
BIRB_0796_AUC	0.20422633724130573		0.418077174624	0.581922825376	0.418077174624	0.685032119914	0.999973839111	0.685032119914
Sorafenib_IC_75	0.2052230506167909		0.415474166122	0.584525833878	0.415474166122	0.68160944206	0.999973839111	0.68160944206
Etoposide_AUC	0.20528656899250353		0.415277959451	0.584722040549	0.415277959451	0.68160944206	0.999973839111	0.68160944206
Epothilone_B_IC_75	0.20536339425099676		0.415029431001	0.584970568999	0.415029431001	0.68160944206	0.999973839111	0.68160944206
AZD6482_IC_50_HIGH	0.2056616707518943		0.414349247874	0.585650752126	0.414349247874	0.68160944206	0.999973839111	0.68160944206
QS11_AUC	0.20632449536690134		0.412779594506	0.587220405494	0.412779594506	0.680107758621	0.999973839111	0.680107758621
